E5He(0+_0),E5He(1+_0),E5He(1+_1),E5He(2+_0),E5He(2+_1),E5He(3+_0),E5He(3/2-_0),E5Li(0+_0),E5Li(1+_0),E5Li(1+_1),E5Li(2+_0),E5Li(2+_1),E5Li(3+_0),E5Li(3/2-_0),E6Be(0+_0),E6Be(1+_0),E6Be(1+_1),E6Be(2+_0),E6Be(2+_1),E6Be(3+_0),E6Be(3/2-_0),E6He(0+_0),E6He(1+_0),E6He(1+_1),E6He(2+_0),E6He(2+_1),E6He(3+_0),E6He(3/2-_0),E6Li(0+_0),E6Li(1+_0),E6Li(1+_1),E6Li(2+_0),E6Li(2+_1),E6Li(3+_0),E6Li(3/2-_0),G5He(0+_0),G5He(1+_0),G5He(1+_1),G5He(2+_0),G5He(2+_1),G5He(3+_0),G5He(3/2-_0),G5Li(0+_0),G5Li(1+_0),G5Li(1+_1),G5Li(2+_0),G5Li(2+_1),G5Li(3+_0),G5Li(3/2-_0),G6Be(0+_0),G6Be(1+_0),G6Be(1+_1),G6Be(2+_0),G6Be(2+_1),G6Be(3+_0),G6Be(3/2-_0),G6He(0+_0),G6He(1+_0),G6He(1+_1),G6He(2+_0),G6He(2+_1),G6He(3+_0),G6He(3/2-_0),G6Li(0+_0),G6Li(1+_0),G6Li(1+_1),G6Li(2+_0),G6Li(2+_1),G6Li(3+_0),G6Li(3/2-_0)
,,,,,,1137.92426287847,,,,,,,1608.4834962341802,622.7160065311999,,,2715.50950933225,,,,-387.289416784244,,,1677.65299418684,,,,-101.63763325790299,-928.6330623058719,1752.4802137264699,2050.88594716198,3020.07440383652,25.5275609449719,,,,,,,,1321.7936551546,,,,,,,1294.350283611504,0.0628798898098708,,,848.648160550286,,,,-1.243625894452898e-05,,,626.550319138976,,,,0.00947803241446206,0.0242244559051064,8574.68969769754,622.84554738153,2298.4575827806,8.23412288368584e-06,
,,,,,,457.767610697705,,,,,,,1607.6487085581498,771.563494737852,,,2759.47097448373,,,,-2752.68409518149,,,9.13608952477282,,,,-1191.4251807340702,-2158.08739339341,2642.9545951394502,1219.45888738562,2348.4033968030903,-1182.1475192959601,,,,,,,,300.97190471867003,,,,,,,1317.78229783202,0.318919356755304,,,929.131773333856,,,,-1.638651051553874e-05,,,-6.79745929969034e-05,,,,0.0099365626553805,0.0264118821213832,4880.37600927606,249.738385174288,1306.3822672507802,9.38119336829194e-06,
,,,,,,634.9328174967391,,,,,,,1384.03035815217,741.17412224801,,,2415.22561599988,,,,-1349.97242780791,,,683.745396620991,,,,-515.870297439603,-2317.8004539472,2594.60401952796,1396.55913936532,2298.99026977848,-1370.45718815574,,,,,,,,499.100540089284,,,,,,,957.6962388711679,0.320069657348744,,,731.1317406339381,,,,-9.8576478336182e-06,,,67.52434725943219,,,,0.00672265199728566,0.028307371050791598,5056.67126153602,293.38760559122403,1164.8938038358222,7.64451001630872e-06,
,,,,,,670.120865487939,,,,,,,1513.9380057995,952.036728442006,,,2656.69775015799,,,,-1313.81715055699,,,760.428189615896,,,,-388.362613793414,-2147.46015917219,2728.8939722300597,2294.33353341642,1549.06975249407,-887.516300529844,,,,,,,,564.0821733174221,,,,,,,1168.234363827074,1.67058424358497,,,910.899384457078,,,,-1.092489583006268e-05,,,94.9078992134678,,,,0.007872386813075019,0.0308615469050874,4599.437384788,1017.6602858522099,391.089357917296,9.199188535882201e-06,
,,,,,,556.1766563017641,,,,,,,1447.02170274987,622.9739618842771,,,2482.25036448112,,,,-1913.1499768221202,,,443.086545806222,,,,-857.725199712263,-2241.51933805763,2617.77472950671,1299.4104271514998,2226.9734643614897,-1163.7092356344,,,,,,,,421.500826124452,,,,,,,1085.248889816024,0.08202596603013759,,,748.16797457853,,,,-1.282492065870742e-05,,,13.60273286872172,,,,0.008862666626436701,0.0287845119258938,4431.62472843662,258.666613832906,1103.014342825724,9.66466341284694e-06,
,,,,,,799.5371023782491,,,,,,,1527.3045759926301,593.626913234982,,,2585.28510468191,,,,-1389.8723610877398,,,924.080708405068,,,,-617.447784331486,-1969.1947067245098,3829.43138069949,1601.1115719136599,2484.74097837848,-805.354920582284,,,,,,,,731.200649751878,,,,,,,1175.6051786495002,0.048726956671218596,,,772.213940750452,,,,-1.335587346824476e-05,,,131.712837732075,,,,0.00937320113859168,0.029328926595365398,6392.85762945312,346.849159026738,1226.270572063838,8.59467752938238e-06,
,,,,,,675.004745761054,,,,,,,1892.87525066671,1568.1011093356801,,,3420.85414686001,,,,-2110.8676373734697,,,559.269332114868,,,,-428.098907093045,-1401.5435510540499,5383.66919953914,1801.45016540202,2771.7517600251604,-236.559256578342,,,,,,,,563.024617114252,,,,,,,1901.706896929462,29.945389857433,,,1693.636485277388,,,,-1.64457529458894e-05,,,22.3133517138068,,,,0.00990712433007982,0.0249855398588404,13178.554572262261,609.978913694616,1808.405273053654,8.52445929561114e-06,
,,,,,,461.067079496442,,,,,,,1731.04175227819,1389.71084106121,,,3120.05937118061,,,,-2475.1589418109197,,,111.198635863365,,,,-706.973819898201,-1986.4892392359602,4985.916273408389,1437.1271331187202,2442.4917752656897,-923.145304127753,,,,,,,,307.932014886368,,,,,,,1569.294264026096,16.89512972115494,,,1392.034939943262,,,,-1.483935957623598e-05,,,0.044474606749633,,,,0.00865530242532668,0.025883577267556402,10633.77105847764,436.07207236311604,1445.977333585,9.15829246894656e-06,
,,,,,,826.567364221729,,,,,,,1927.85990722824,2276.57614018992,,,3682.9301105381396,,,,-634.108655588115,,,1138.19759958901,,,,687.1177288289911,-1132.61686894184,4559.35308084794,2996.0854928691,2226.77392853328,-103.64635592334099,,,,,,,,765.59539913768,,,,,,,1910.331657208738,250.89565434002398,,,2217.82775532872,,,,-9.46447987983136e-06,,,297.250451950898,,,,4.87604263644212,0.0237266904164994,7379.357237379821,2170.74212994244,1053.697453775158,8.00438058187858e-06,
,,,,,,784.41391761625,,,,,,,1950.33282989414,1810.900477476,,,3558.55436598885,,,,-1369.004755262,,,922.848706482901,,,,59.4095022919277,-1157.71290106014,4353.4121144414,2890.24298573571,2890.2429867710803,36.7270634420096,,,,,,,,719.8698710895641,,,,,,,1953.749756125374,65.5360555464994,,,1824.398031174162,,,,-1.281382026438388e-05,,,139.9252867584008,,,,0.008598816380253739,0.0256018935737942,7022.063576532841,1876.6569820732739,1876.656978024838,8.86536266588256e-06,
,,,,,,856.7698212094999,,,,,,,1256.42564768995,502.63843457883496,,,2160.08829998344,,,,-387.92493010906895,,,1235.3388302006001,,,,-157.187332644221,-2142.09479767914,3860.7922855591,1554.97107049577,2464.08015082132,-1371.11774585665,,,,,,,,802.1711315579299,,,,,,,765.24595251284,0.01849878530965384,,,540.074563614388,,,,-7.2163839933231404e-06,,,380.34703946715996,,,,0.00560053006115246,0.0273404689513572,6834.109254595641,364.944017089122,1504.1630263406919,6.03642992825756e-06,
,,,,,,798.729384444141,,,,,,,1301.8025319486899,376.287042947494,,,2206.51116845566,,,,-952.406789058497,,,1035.7590536841901,,,,-506.54420151576693,-2113.87923590955,2620.74640278236,1479.80967594743,2346.51875639747,-1076.9533882005999,,,,,,,,736.6259172993041,,,,,,,881.7663368079079,0.00199485600866121,,,563.292424553348,,,,-1.084767794292748e-05,,,219.718825049678,,,,0.00804825819723914,0.029922877147026,4818.7949237374,305.654761896214,1235.105551115598,8.972022609768819e-06,
,,,,,,756.669836117453,,,,,,,1672.22226324384,1072.11673929237,,,2913.18088113697,,,,-1494.01071892102,,,824.281272922259,,,,-415.641005402771,-1749.71652361801,3996.96831613447,1699.42096281537,2607.95214246261,-688.375632057654,,,,,,,,654.7332906900019,,,,,,,1390.948418756722,2.9601213198963,,,1061.60382416718,,,,-1.2807677848555421e-05,,,92.21486825818239,,,,0.00894084258250806,0.0279644916183746,6489.9448606862,442.24031959087,1415.90809591072,8.17159204156282e-06,
,,,,,,637.491771499817,,,,,,,1831.4164297681,2193.99769590361,,,3496.96096538536,,,,-900.338108743229,,,796.706329501613,,,,509.69859031849495,-1609.07389953694,4067.7979297371103,2706.14230567669,1959.5634681867,-563.30440564313,,,,,,,,512.456551721484,,,,,,,1683.251263491878,228.89565267069202,,,1976.8487258037198,,,,-9.01449921736268e-06,,,135.82901784013322,,,,1.597649959140656,0.0251489372716866,6680.67820448752,1666.727120471724,872.2237340166979,7.913729108033619e-06,
,,,,,,944.464745897889,,,,,,,2052.0201925596702,2018.4604087434898,,,3763.09982592281,,,,-808.505863807723,,,1278.198150303,,,,439.402049056298,-866.682042007846,4932.79709832981,3192.48577100706,3192.4857710236,166.111614155324,,,,,,,,948.724207798586,,,,,,,2057.59138724102,106.160723302996,,,1994.3286459041701,,,,-1.1851554578709199e-05,,,332.062683881306,,,,0.343340075483494,0.0238534314298364,7489.59854725728,2371.7569583151203,2371.7569585596,0.001157919966935542,
,,,,,,654.7757544039309,,,,,,,1456.69590536024,1115.11552784001,,,2624.6238384971502,,,,-1214.11270808824,,,750.614098019065,,,,-240.48921689437898,-2201.46004673444,2677.51113601224,2270.53527981555,1531.78206478205,-1045.55562237699,,,,,,,,527.589755598696,,,,,,,1118.3668509360741,5.9428448653858,,,979.305771714806,,,,-9.65702763038188e-06,,,94.8380382980508,,,,0.00682852314786038,0.030910238179170203,4650.29851241048,1090.261499348936,409.59910774131,9.79315629464226e-06,
,,,,,,628.0705931267801,,,,,,,1193.49486454038,-1422.42387717593,,,1587.7324501060698,,,,-3467.47968366643,,,26.8294947768042,,,,-2674.92503475364,-2717.17613324691,2581.1092430683198,659.261227163675,1979.21606815143,-1583.58519939492,,,,,,,,482.146277038688,,,,,,,776.9854470225221,0.000487695880962306,,,115.6234265919438,,,,-2.4121953170034802e-05,,,4.73492347783176e-05,,,,0.01728808971949294,0.033941769385937605,4075.9907611802796,8.17080113897858,829.302836922618,8.823427369496859e-06,
,,,,,,513.2580319690991,,,,,,,1930.7540042297599,1644.4702711514801,,,3477.40061030671,,,,-2544.8630363104503,,,168.681482111009,,,,-603.880986027517,-1725.91694437834,4104.69724345193,1614.82544519102,2632.0440273683002,-613.080068256414,,,,,,,,360.434705401256,,,,,,,1888.9817149360879,36.7904816152714,,,1678.179211930252,,,,-1.610172098867708e-05,,,0.204973288064398,,,,0.00943784783024862,0.0256293396537666,6810.92152738786,548.474084921398,1623.119142559894,7.90562159351588e-06,
,,,,,,223.778052819293,,,,,,,1826.67573349076,1774.74493303279,,,3357.94679047279,,,,-2935.22215935376,,,-453.564390564873,,,,-715.0225197863141,-2384.72033514007,3705.54486435747,1262.46420507018,2356.87799001269,-1436.43098971522,,,,,,,,99.389619099562,,,,,,,1642.625631309554,66.0092363598002,,,1637.713419761742,,,,-1.307404785923662e-05,,,5.81930708538996e-06,,,,0.0068520290619250804,0.025261791146964,6283.9231434452,490.435077455542,1429.351918727588,9.03972085821078e-06,
,,,,,,903.9595852840961,,,,,,,1483.1095613838402,269.204714513793,,,2443.19641764009,,,,-1403.40371786355,,,1070.82607983146,,,,-790.52815807645,-1700.26877550267,3971.08671348588,1608.70832319348,2614.03372329412,-641.205467787051,,,,,,,,873.17091179359,,,,,,,1135.125826810634,0.000422569616179152,,,639.111409581432,,,,-1.462743791952956e-05,,,174.606666190391,,,,0.01086468684404624,0.0286736955297786,6645.81228611014,312.84665679546,1486.98499065124,8.911808315030039e-06,
,,,,,,688.463452372505,,,,,,,1535.32404660526,1263.36633079461,,,2772.7910788721897,,,,-1003.0604912023999,,,847.0881784573589,,,,-64.93794920691829,-2062.33771084556,3731.11567549787,2437.92336325378,1653.3429763601998,-1011.31595989522,,,,,,,,574.585275080528,,,,,,,1176.887001111508,11.56003317779584,,,1071.724778888862,,,,-9.848420772175379e-06,,,140.5698385696572,,,,0.0060971858417442,0.0281499472655268,6322.1562630445,1246.9729159807118,480.94570221284397,8.54296664093584e-06,
,,,,,,740.098574344898,,,,,,,1662.20088132137,1435.48746968823,,,3011.6709248060597,,,,-1072.31407651322,,,907.017911204775,,,,-5.34553587760002,-1826.92456114859,1546.32588016912,2608.0054592471197,1796.2912375390201,-761.3472422263769,,,,,,,,641.228246007096,,,,,,,1384.403691707468,22.1907701121268,,,1280.446417919562,,,,-1.058060663578236e-05,,,152.658614779035,,,,0.00668531178651958,0.0273884261263998,7599.2992420481,1445.178349503218,572.78520477826,8.45756841791808e-06,
,,,,,,685.3300786156859,,,,,,,1432.9133946663399,56.2301554625246,,,2290.87189184339,,,,-1922.81228073186,,,615.2572063814849,,,,-1163.36104944207,-2363.6768174898,2664.60892655136,1293.08233149574,2298.28397431082,-1314.8336327322102,,,,,,,,567.357164585916,,,,,,,997.402109075022,0.000328715528456666,,,492.059601341526,,,,-1.48780810200239e-05,,,32.7491594292864,,,,0.01017179687508854,0.029932472687465798,5027.116975597561,177.7863175462918,1040.168709927304,7.061738394962321e-06,
,,,,,,659.131177422847,,,,,,,1531.05355917199,1225.29359016349,,,2767.75590650459,,,,-1285.63316816426,,,737.187523083564,,,,-218.891110383428,-1944.78233514449,2056.22357634928,2488.6315369348104,2488.63153669746,-992.015867391165,,,,,,,,529.1294012794741,,,,,,,1204.7423215072738,9.763624745871,,,1092.2971522588361,,,,-9.8444516869194e-06,,,85.1449898208914,,,,0.00650732272252098,0.0268144576711714,9068.035469956421,1449.917301983566,1449.917301166764,9.122614495609819e-06,
,,,,,,663.9321219291629,,,,,,,1413.49799922317,640.5750905452439,,,2438.6279616116103,,,,-1605.42216871263,,,660.482656831625,,,,-691.608816004182,-2086.39731572716,2687.73139866787,1397.80822931888,2286.0807213041003,-1024.74614921691,,,,,,,,539.0080362713,,,,,,,1046.2072359163599,0.10833018906066741,,,736.856009881184,,,,-1.236583445084714e-05,,,50.04827897761599,,,,0.00865498609332584,0.028562778986519398,4623.35088376256,278.66554878616,1119.148340653704,9.61708722321886e-06,
,,,,,,927.086552627993,,,,,,,1600.70673794106,1662.13974429183,,,2981.08408379708,,,,80.5357947607519,,,1452.01780437049,,,,685.603227367926,-1599.2125450659,4044.79123202805,2659.5536303447197,2067.02588837431,-368.768653283535,,,,,,,,944.072002748206,,,,,,,1290.661291228626,64.1162956649828,,,1355.6689669353318,,,,0.0034227372988162997,,,609.4058463017719,,,,4.45493166282916,0.029414188270989197,6530.13311640964,1398.00794460252,843.75062870908,8.2785872501081e-06,
,,,,,,599.3667815663281,,,,,,,1370.01329784711,742.999484709372,,,2400.0476199428704,,,,-1455.7892999943401,,,609.394457635123,,,,-564.7695952153,-2527.58763719191,2622.69692068889,2176.92667439465,1352.1359897136301,-1460.11284987585,,,,,,,,462.969066894566,,,,,,,963.887225953586,0.347389448429952,,,740.632664537368,,,,-1.02259516338594e-05,,,47.671046650563206,,,,0.007062956417823819,0.0300415652020708,4493.69758723516,1006.2954334152181,283.86777120055,8.15016370393344e-06,
,,,,,,724.744109016967,,,,,,,1463.53623598373,771.409813104682,,,2546.74788127884,,,,-1498.64658189737,,,774.346542515215,,,,-567.20653007403,-2061.92956918622,3752.27756816853,1507.60602852487,2441.69875277963,-1090.16757681704,,,,,,,,600.261580432352,,,,,,,1113.347013318488,0.40139962511135197,,,825.699468139662,,,,-1.157939213675764e-05,,,78.5363102605362,,,,0.0083114230793062,0.0291743208915436,6513.37559092622,330.316951326708,1356.206190746178,8.97620319991088e-06,
,,,,,,794.783007753096,,,,,,,1228.01285689777,1360.24151775764,,,2340.82399424363,,,,378.523161647649,,,1304.01785020419,,,,687.308842318246,-2514.51834565535,3951.91419278844,2220.1017080644297,1683.66764699232,-1482.6121768087198,,,,,,,,730.3568244819339,,,,,,,751.358064879076,39.1836091603676,,,876.8188310508241,,,,2.9502207306274997,,,601.7832123517139,,,,7.153861649833541,0.030876910983039203,11257.62899961466,1048.426629785622,617.7637897799721,6.59977517831376e-06,
,,,,,,799.126890271454,,,,,,,1595.70153551878,489.737128471464,,,2651.04258749473,,,,-1521.12319319206,,,909.539331131097,,,,-739.659498998502,-1536.55378963249,4000.29342527393,1621.58710407786,2710.85530919311,-653.956347241793,,,,,,,,746.348800604258,,,,,,,1250.664023495484,0.00978709430313856,,,761.543913372138,,,,-1.43889827691757e-05,,,124.25147703140239,,,,0.01008011808391278,0.024826900363642598,6900.8153073754,345.260593876236,1755.6636403319378,7.97507432509696e-06,
,,,,,,394.271904298652,,,,,,,1652.61273370665,1265.9463253398699,,,2950.64775340526,,,,-2480.47460824657,,,-14.0558376940854,,,,-785.781479157183,-2462.78400516068,2722.44876107958,1291.3127153150901,2220.81009307551,-1377.73102291127,,,,,,,,238.043204565822,,,,,,,1377.229174071458,9.75653734532982,,,1182.6870718470159,,,,-1.3478523945221321e-05,,,-0.00010998090753093739,,,,0.00796660894218248,0.028506454867992,4592.694581127201,356.147556851982,1113.44234662483,9.09969221082648e-06,
,,,,,,660.1121122001709,,,,,,,1567.37187602432,1240.01788362899,,,2815.5839347573,,,,-1104.99551102785,,,802.311202080384,,,,-130.77185856551,-1979.31793032906,2561.94102263504,2525.010498556,2525.0104985847497,-1022.86025927302,,,,,,,,551.601961829866,,,,,,,1226.25911864514,9.6137282470643,,,1089.7660125669738,,,,-9.627982402767e-06,,,127.35936913672941,,,,0.0063923960658086604,0.027431988055298197,5139.65619017188,1515.283386596296,1515.283386614358,8.71799883279418e-06,
,,,,,,826.7481981157681,,,,,,,1960.57219241686,1513.1013034859,,,3486.8304002630703,,,,-1695.92567099835,,,894.6362078363001,,,,-272.699519900489,-1021.9114357491601,4508.66078737309,2001.05359360693,2999.39205896249,54.8431681041824,,,,,,,,777.646399762776,,,,,,,1959.360119043758,21.1154401859898,,,1637.492143178008,,,,-1.61871065132507e-05,,,103.579182736088,,,,0.01030611222856542,0.023499659661219,7194.18162010166,674.492613664636,2093.7992464681997,9.70639937003168e-06,
,,,,,,703.1628127362029,,,,,,,1723.0504255449498,782.628811676724,,,2921.17234956963,,,,-2197.90382963259,,,564.905920786012,,,,-918.87591760278,-1819.6492873509,4037.9057078430296,1569.27383797184,2627.82714983624,-740.0750935254971,,,,,,,,589.35234892293,,,,,,,1485.222527940162,0.29886107246778004,,,996.7847817626359,,,,-1.716711774545376e-05,,,20.403164365397,,,,0.0110005199257556,0.027395869915148603,6613.82627727006,346.312394276192,1478.0938506303241,8.40929901231788e-06,
,,,,,,844.9780354762199,,,,,,,1426.3233644726301,-296.435629849002,,,2214.1980890115096,,,,-1938.69015993908,,,851.385429631786,,,,-1350.3476878107501,-1822.8110175788902,4948.11400185094,1381.7005272938102,2536.51787091178,-837.878780969173,,,,,,,,793.0162785637141,,,,,,,1041.233901855786,0.00038816230108227397,,,428.49189811169,,,,-1.7985835527138238e-05,,,77.36205174772121,,,,0.012660339244482519,0.0277518655861336,11401.68517523524,177.3266382942546,1451.324084213808,8.746745590487e-06,
,,,,,,658.630256643026,,,,,,,1776.74254427843,1449.1724661517999,,,3188.8132999846903,,,,-1831.4540593480099,,,592.618300834006,,,,-365.739504540237,-1626.15677578044,2449.1822768141697,1707.9889425820002,2707.67185184705,-676.5097288149971,,,,,,,,519.708147958202,,,,,,,1589.557160301998,19.9766764780119,,,1400.74400816908,,,,-1.294172883066416e-05,,,30.490397569944797,,,,0.00820054840347988,0.0253965851270552,6098.23902308814,521.597021291126,1732.50560519087,8.04779204576132e-06,
,,,,,,542.283989264454,,,,,,,1364.62877201215,682.9268918609221,,,2362.82907446671,,,,-1569.19699300927,,,495.502293657797,,,,-656.707565493202,-2634.19574070658,2649.69542577943,2101.70856223969,1269.8308848858399,-1603.02419578945,,,,,,,,395.703219372912,,,,,,,927.712832431376,0.1766381107691366,,,677.732610215268,,,,-9.949118962247441e-06,,,24.4616845699176,,,,0.00701943631872226,0.030304272968292998,4419.79779440688,914.522686847628,247.770584644596,7.12587128237392e-06,
,,,,,,750.075428251622,,,,,,,1332.97765374733,350.30730578412897,,,2239.90057165321,,,,-1305.16134656539,,,872.2172876765179,,,,-695.764969063468,-2223.58619773294,2717.5494235999504,2219.83236614636,2219.83236758465,-1033.58212761565,,,,,,,,658.380770553402,,,,,,,931.19419890151,0.001198885060943938,,,566.24229814048,,,,-1.17346750031477e-05,,,123.4156162435468,,,,0.00909911407406162,0.0320307977984498,4504.193632055,975.303088348638,975.303090645822,9.456793378233501e-06,
,,,,,,657.556755366426,,,,,,,1363.38364521155,12.3449068377598,,,2224.20681249798,,,,-2201.8819637768197,,,507.83557288912493,,,,-1314.4974110216501,-2153.34532049406,2604.4876540435002,1217.39481734376,2257.2101412061597,-1067.96071856033,,,,,,,,541.973655613014,,,,,,,1003.5032979298279,0.00037209194654374,,,519.208882368882,,,,-1.695948378291632e-05,,,15.458624647736041,,,,0.01153638664266756,0.028767753898655202,4429.24698584574,161.5051912908742,1151.782747007646,1.0456649639876039e-05,
,,,,,,180.41626057667702,,,,,,,1216.30227726821,-1470.96314304234,,,1560.0176286148399,,,,-4772.86826261488,,,-1226.98232077244,,,,-3363.56618191078,-3608.92331634449,2411.97083795174,27.0592988822933,1504.25567461311,-2561.30876013767,,,,,,,,71.5043334687084,,,,,,,744.8345787827541,0.000439730096463064,,,91.22771364145139,,,,-2.51195540101838e-05,,,-6.37916484468826e-06,,,,0.0161180448491271,0.033912939459296604,3431.80331990352,0.0022596550580592603,552.4404227225281,5.584769274622581e-06,
