$GSM_CPUS,$GSM_NODES,$L1_dn,$L1_dp,$L1_r0n,$L1_r0p,$L1_v0n,$L1_v0p,$L1_vson,$L1_vsop,$Vc00,$Vc01,$Vc10,$Vt10
8,4,0.6126407384764945,0.6197664367402821,2.1373351725327225,2.029075141051072,39.165620577393625,42.16699743017164,10.738664059902733,12.062849512325778,-8.80489437308741,-10.142587207919473,-8.173897803672453,-21.883077339537675
8,4,0.6451340474117845,0.6398915143573661,2.1264338783934917,2.105215676106707,39.632243086657525,41.870110082033364,10.917875597903421,10.278952377806998,-8.973849181070552,-9.37846358795405,-8.302223290337528,-22.68293810362277
8,4,0.6293726227646219,0.6416557185435962,2.161789069221444,2.15702247936789,39.437835404490414,42.665710177783474,10.792152477450074,11.304570947512948,-8.812612205000958,-10.471027211800713,-8.394963749424607,-22.713644930953116
8,4,0.6569439999796831,0.6448778796346968,2.1295581102017107,2.041153495628425,39.53327817814226,42.34762038573991,10.427609307218148,11.197415993832086,-8.80848315902197,-9.354088442098893,-8.328360440089822,-22.818003352331242
8,4,0.6368353185196146,0.6344647334665817,2.0953226022982503,2.0986285868470396,39.49948615672227,42.0759315165578,10.712299499560059,11.489232708294171,-8.823522953497646,-9.414141844937904,-8.343597561336512,-21.970319219486047
8,4,0.6405104587843929,0.6295224318042797,2.130697870216117,2.0481989201160657,39.474954813925436,42.02477457653159,10.598188780845794,11.264860033156415,-8.893844702273102,-9.731287181757573,-8.258097168367199,-23.987657668187797
8,4,0.6686847781806887,0.6139270328883885,2.108706962813797,2.011795162111631,39.42083838335399,42.098097383866865,10.620004330691984,10.765560010191635,-8.77866344967328,-9.795022409149468,-8.203452699174951,-21.238716748516648
8,4,0.6570356416747031,0.6101885789788858,2.2107920722851944,2.128085279856461,39.22217077287213,41.80947429992447,11.095904263792272,10.407586557880984,-8.712370171546628,-8.642566027086799,-8.173583765819245,-23.329309640258256
8,4,0.6431443296377274,0.6303409880064953,2.2012262430424414,2.101389415496506,39.6170595784207,41.73421505236958,10.55659047916502,11.057989019353219,-9.028143422498538,-9.181559758037277,-8.31151813500624,-23.81084841473067
8,4,0.6194192365625992,0.6357618181673578,2.170053069611329,2.121747266516887,39.583809066397826,41.73600806502288,10.791527148740691,11.798210239176504,-8.695984910474749,-10.567573002098646,-8.350974528364299,-21.459717567382356
8,4,0.6310342765238709,0.6335002260831147,2.107328738210373,2.0234699346774105,39.55816918478414,42.27650367918402,10.273503342052486,11.17299343752322,-8.850883880392688,-8.976009494140682,-8.239767445760146,-21.978436850088002
8,4,0.6363697298846471,0.6183344899636363,2.1883719499842527,2.078570158017565,39.742622712448146,42.041763138308106,10.930764547744753,10.784988493695332,-8.903863375604297,-9.026943614593849,-8.212021167517898,-23.845547308842384
8,4,0.62591597588815,0.6193347449127996,2.0830207454022074,2.0879559250697732,39.52041213703588,41.96201631987914,10.727616602440035,10.998278641049389,-8.889541287265034,-9.971940003547818,-8.447927772297419,-22.74099267722348
8,4,0.6372364762199489,0.6040731675625686,2.121054258923249,2.1239125398577845,39.31365270671547,42.47418108455756,10.900815924313497,11.526838630819253,-8.803036229932735,-10.12643293808129,-8.191679810726173,-23.179940971791005
8,4,0.6051603243900303,0.6270449961822191,2.176483259857225,2.0710703690523213,39.94227157497972,41.78762109794515,10.7775240122102,11.054570416919875,-8.965065332902276,-9.517570292472467,-8.41092058495203,-23.202214965942343
8,4,0.6368168641642974,0.6703273121741946,2.117406750008121,2.026331406836738,39.49926226829062,42.01429355097414,10.670690719172665,11.708248809113545,-9.053074165894616,-10.25761663675258,-8.23337111078921,-21.73148534011055
8,4,0.6407897810714676,0.6583449934796461,2.179826685339446,2.0766505347099615,39.31298060931063,42.37671397048235,10.790415515633182,10.229213249914547,-8.962807105723583,-10.027941264896352,-8.465488054560918,-23.683344705184354
8,4,0.6444938105747726,0.6317491288053146,2.2089357047219695,2.0544715336153607,39.48137864543129,41.486742273188064,10.948496719233713,10.872218115037192,-9.037183165893804,-10.383753765598128,-8.236226476036526,-20.946092226675294
8,4,0.6115890237599478,0.6380744862204348,2.1946685344513766,2.0469791082746838,39.39495961285886,42.03318916775283,10.448110893193617,11.788704499803128,-8.591092252848357,-9.544729707087885,-8.291527866837075,-21.235835400833274
8,4,0.6203970680617003,0.643404178239946,2.1326405016366836,1.990019307993958,39.70303571092456,41.86961937452248,10.53790459529005,11.611943724531011,-8.734610248887131,-6.760880366125874,-8.325861329216474,-21.69588713092557
8,4,0.623399278862744,0.6477686774479129,2.1593867003348435,2.0701511422161922,39.10770718841772,42.266728360551475,10.965903902082058,11.316416715736473,-8.896517423097958,-6.367051305359943,-8.25173266845749,-22.670555163946556
8,4,0.6343210065276715,0.6494249519621396,2.1382522830575508,2.063494697694169,39.26333094752695,41.737768823995374,10.380838213324571,11.89786777337447,-8.982464191905267,-10.092944354331982,-8.295027929561426,-22.676953691120737
8,4,0.6007906761295375,0.6167801002077526,2.1096386821271205,2.036188861096131,39.79153851586111,41.93406930149296,10.287084648769588,11.049193251339801,-8.999099739812745,-9.335379641816882,-8.395687981795456,-22.761413354548925
8,4,0.6373599283334842,0.6574043851399293,2.1828557735368888,2.0605116661303224,39.41869888268836,42.15277479694132,10.568737253688703,11.23340356154769,-9.121313052180367,-9.465777316144413,-8.358535741562099,-21.893347412249383
8,4,0.6575228523090175,0.6705677858932061,2.1478997920607013,2.078996351962569,39.525703545772025,41.54797487989221,10.82404126656657,10.440418834699994,-8.824486029992162,-9.908714376332334,-8.368670579604062,-21.788548972591112
8,4,0.6565224612574425,0.6484754626366267,2.1850840814371977,2.0502415038886483,39.39559062994629,41.87367192096773,10.213373933646771,11.455635826091196,-8.916108269589378,-9.433975014915525,-8.223859811361388,-21.789415544147623
8,4,0.608794674272504,0.622572044568415,2.1316802316387022,2.0307074950787998,39.642434388962805,41.88083894784603,11.133546426199615,10.110940646834287,-8.875707784428034,-10.147549974969472,-8.383739792884963,-21.744456851060438
8,4,0.6309041675376449,0.6371852878630797,2.165496565788932,2.0121036200963247,39.5502418407712,41.812108382265386,10.755172758801361,11.223576015759264,-8.962378178279659,-9.388374727862143,-8.296005702079258,-23.25392289328829
8,4,0.6460941837626727,0.6347505359062988,2.184788319638724,2.049458869352344,39.47789023339727,42.66760874790733,10.247513085452296,11.57192459093396,-9.034327187765477,-11.615773669735107,-8.27864836726013,-22.287034605899407
8,4,0.6148268060243502,0.6492362195945809,2.1430530345869507,2.1055122516871343,39.297073648154765,42.16781922222747,10.248522994651232,10.649759421844974,-8.861734261906419,-9.999867342603553,-8.384601704679794,-21.13231871725842
8,4,0.6439255586936337,0.630950395051334,2.0709456964707527,2.0533817715765035,39.82503449421746,42.277276542296526,10.996512237538433,11.377749031244122,-8.938946527263132,-10.525125589717296,-8.287584767081423,-21.938401597189216
8,4,0.6445968857892509,0.653626193210544,2.108798808469256,2.0837228490830113,39.67688985438043,43.109956614799565,10.846484679885053,11.111872753349639,-9.109811551836213,-9.233592015664906,-8.194730229402932,-23.255746230521584
8,4,0.591474243538974,0.6190759456788401,2.124626550415015,2.0747272122496154,39.62241861645591,42.429713681014476,10.781676290298968,11.66497064821344,-8.949429697320905,-9.93514233153658,-8.49851635831268,-20.995830004935133
8,4,0.5959189788605292,0.6435621120326175,2.1641030746364645,1.9857778951166971,39.73867363199384,41.982104944901266,10.694033638396803,9.925556771002814,-8.967155081045101,-8.850826340931237,-8.240022846317743,-23.67818419497134
8,4,0.6371358225298024,0.6749665128146909,2.181452426716965,2.0308292968243205,39.73029491914671,41.984075083818446,10.414485433157362,11.95824207519745,-8.759587413001132,-11.49304241550883,-8.284093236590982,-24.016190916559943
8,4,0.6431760535411851,0.6528184018417088,2.1500248765497822,2.0215974483046306,39.90838252094229,42.12856433314533,10.806015122176715,10.870330829520231,-8.969118963148805,-8.89968740557564,-8.220732587068985,-23.379955541761504
8,4,0.6449389304812113,0.6612549899556939,2.153553636394426,2.0341020994875136,39.63160100554264,41.93492562379323,10.28549210663604,9.844264583815416,-8.93450913372043,-9.795979983179755,-8.267631313149499,-24.53514017033445
8,4,0.6079109166906338,0.6463208149455498,2.1124590050187892,2.0265850835714905,39.480251751308494,42.3110233884059,10.596752143094992,9.95387846465448,-8.850022878319239,-9.755583355251334,-8.242027369185182,-22.72618838021054
8,4,0.6285434856510255,0.6259495199182182,2.1103710827584874,2.075966166054177,39.75578362679522,41.91690824907624,10.589554164966412,11.359960868264716,-8.945521792134556,-7.514516502002324,-8.24883958745584,-21.96335305464465
8,4,0.6379890172742032,0.6260625732956842,2.1594547004494995,2.0445742782093945,39.44056721963437,41.52635504959238,10.63748669457941,10.974483711545492,-8.977305893209767,-9.282339051652835,-8.288572114641196,-23.769606760489108
8,4,0.6351795879200349,0.6429687211016265,2.0884119674639856,1.9913951390450153,39.283551743272824,42.14919466552278,10.630884638932336,10.298880784111297,-8.93013734546371,-9.9898464967571,-8.425639474708008,-22.32758152167645
8,4,0.6269439437390097,0.6424629011592509,2.22886773484655,2.0976066331057517,39.64746616568817,43.05750453801142,10.863177802852665,11.045936824738565,-8.959757134092644,-9.92914570996372,-8.362963630637495,-23.046170455926752
8,4,0.6060827101288606,0.6537451345310784,2.2005908817276287,2.0538532134215144,39.09804827169925,41.70009813158468,10.598091722228625,10.663697682369007,-8.889783011245749,-9.746764308985625,-8.276448582703786,-21.812198534229072
8,4,0.6585249740591117,0.6616396275422466,2.165588357514205,1.998315320856452,39.52511378244056,41.63754547184702,10.587005526610945,11.636609553443412,-8.934315789274832,-9.40536916225379,-8.377535347648879,-21.944775248724966
8,4,0.6677179583742789,0.6468644725019741,2.0783002060543048,2.1217665805069448,39.36219489814568,42.54532073519312,10.665759741917219,11.57628360780967,-8.869393116934454,-10.217214774927951,-8.41834276545832,-22.507392092064084
8,4,0.6517276013604137,0.6391831597550927,2.1532651619417047,2.0427571032183516,39.38481253147616,42.08738243810185,10.331763606120358,10.876990653331994,-8.810043091782562,-10.470909729977297,-8.30559522208288,-23.672440988173722
8,4,0.5991201709507556,0.699491972922194,2.2224641961692777,2.06163958152393,39.64201385514306,42.20314152541022,10.580671840389796,11.899709381424794,-8.834211559803904,-8.96491969079931,-8.281968687369464,-20.11649069349917
8,4,0.6215314235039994,0.6614611221158194,2.0960087942847494,2.034506583408753,39.56098555690834,42.076788239682536,10.738700047471635,10.33169072206532,-8.92234481699098,-10.264729406461196,-8.374557635893618,-22.126734421894593
8,4,0.6416766352101886,0.6393811632711146,2.1309973072297645,2.0702954049896634,39.35223075797327,42.173480926515516,10.795407558166959,10.873089348946305,-8.802901422038671,-7.96559059769214,-8.347481867537264,-23.087267173051472
8,4,0.5996431301661793,0.6215019809512675,2.1415789382126356,2.011705510484015,39.28324841972263,41.946038926254346,11.018227811851428,10.767971765894078,-9.050582055746476,-11.003722570656858,-8.254064995526745,-21.224903268766347
8,4,0.6462502407459149,0.6516222250969973,2.150501194941723,2.073330447851543,39.557957110395925,41.97994593181995,10.234605050768145,10.681722171248715,-8.967436515178619,-8.101516283969223,-8.26636203638984,-21.55930674118732
8,4,0.6376399988989853,0.6800821383380795,2.191085959109772,2.115838450782902,39.66877505961246,42.366356499615094,11.001973579259522,10.88529116748396,-8.810538102922804,-7.3801352515314065,-8.327100664907881,-21.745925836257626
8,4,0.6528776395195879,0.6584534916597313,2.1676846271777785,2.0383578381366356,39.71975016733783,41.53428799881765,10.439544826358105,10.89852501634176,-8.964802826713987,-9.69030959049902,-8.310616664926986,-20.529229046438626
8,4,0.6353808275003477,0.6348282839138886,2.170275665162794,2.0561422181686804,39.469094207572915,41.92178620247218,10.567983349233453,10.998648419306825,-8.743775500450392,-9.12443780317003,-8.351879212660302,-23.808800674798405
8,4,0.6244966351387659,0.6352534937451716,2.1074447198635147,2.064032902953866,39.6651836446268,41.93062804740324,10.688104089391981,11.193207281499234,-8.891547820572567,-8.748603318383498,-8.372211372251021,-22.286918657451317
8,4,0.6184672122355371,0.6708314273582536,2.101382985090779,2.0190356809470593,39.33865783915032,41.4119607219501,10.795351203235777,11.941229698050943,-8.831921616509874,-9.678109465095272,-8.295613216947245,-22.144861170921672
8,4,0.6198405598715647,0.6231841206460526,2.146426098397996,2.107971112669268,39.20371984497726,42.836851266380485,10.631153126632137,9.970808338226368,-8.94949636713327,-8.724342338565734,-8.340894258747369,-22.834328632837003
8,4,0.6784263016673523,0.6322237275963204,2.1037598278611016,2.043383794887198,39.344291371559486,42.247212156568565,9.905966551231359,11.564903623395857,-8.789784143438872,-8.696486832912635,-8.291678665028329,-23.03889575376828
8,4,0.6356347264502997,0.6425888686646631,2.1503232100861887,2.050416359344329,39.44880199949335,41.33549074209776,10.591520441991417,11.364436187561832,-8.870757186364743,-9.903960090186912,-8.25888810956803,-22.358844920602273
8,4,0.6231901005513053,0.6250892490798821,2.1828959855050774,2.055173359521794,39.3992611745535,42.599082579479045,10.567408949532465,11.170580701070358,-8.891051109184508,-9.210300404933019,-8.35939193175137,-22.537006467288013
8,4,0.6435723850214246,0.6275665072372578,2.196348893612267,2.038905833457466,39.36114662781431,42.82859077100522,11.044575829131889,11.655013039558074,-8.745387393496861,-9.74020042187085,-8.294110835632923,-20.843082150590803
8,4,0.6739352720985892,0.6455382566836594,2.1631711960028372,2.05608317265624,39.46594768232112,42.6403345347346,10.58145644377196,10.672264587934968,-8.962419992377278,-9.231836538385489,-8.428621491965902,-21.94114387037998
8,4,0.6202393901899114,0.6374878604738242,2.171555558268678,2.030064767298718,38.96163613022709,41.550784519993066,10.908009605579252,11.309924641714758,-8.851913315294457,-8.649822897454536,-8.301359276231203,-21.28513708618447
8,4,0.6479082534821201,0.6252823801581332,2.204798454319303,2.0372912151136013,39.815317378491756,41.468677059375956,10.631021547796458,10.658079371526265,-8.851678075224589,-9.107827267829533,-8.35055779846695,-22.33900675307907
